round_id,identifier,request_time,block_number,tx_hash,resolved_price,resolution_label,ancillary_data,num_voters,total_tokens,votes_count,consensus_rate
9352,Admin 67,1616015952,12058566,0x566e946b46deca5891e6a711c052eff7f919465e7e4077087810e7c6b174c9b4,1.0,Yes,,53.0,25034937.267040126,53.0,1.0
9352,Admin 68,1616017295,12058660,0xaf4225be94ebab70ed9349725d40cdf43c0011a0b875cb7057d4afbd381cef29,1.0,Yes,,53.0,25034937.267040126,53.0,1.0
9352,Admin 69,1616017955,12058712,0xec7fccbd910a6b6f8043eb2ae0a775b50d828eb3e6f09edc20bbfa3a9652f8d6,1.0,Yes,,53.0,25034937.267040126,53.0,1.0
9352,Admin 70,1616018737,12058774,0xcf637f9ac846ef3bc4e85bc74c99de2808cea10332247794cc145345c66a0bc4,1.0,Yes,,53.0,25034937.267040126,53.0,1.0
9356,Admin 71,1616616399,12103652,0x4f93e18f91cae188b6217c6100fdb7d4f6f90fb94749665efb3dc8a7c76b49f5,1.0,Yes,,42.0,24068858.50754403,42.0,1.0
9358,STABLESPREAD,1616936400,12136490,0x901d418aabdca6825b278b7099658785bb8db92b6798cd6e3d9db28dfb834516,0.0005925,No,,46.0,25427367.045406852,46.0,1.0
9358,STABLESPREAD/BTC,1616936400,12136491,0xfa3a3cc928071a72d5f1cd39cac3703dab4844afa390183f2a317955eb9b8101,1.805e-15,No,,46.0,25427367.045406852,46.0,1.0
9358,ELASTIC_STABLESPREAD/USDC,1616936400,12136493,0xd7936eddfdabb74b8ff80393bfa6c5cec308a2a39884fc63c37a06d59ba1aed9,4.85423e-13,No,,46.0,25427367.045406852,46.0,1.0
9358,STABLESPREAD/USDC,1616936400,12136496,0x61e413c860e77615b8d840884cfbd6bbf609791091f82089f7adbc36aef31baf,1.001929e-12,No,,46.0,25427367.045406852,46.0,1.0
9359,BCHNBTC,1617157051,12149551,0x529b542d4e58f92f5023ac974d9cde219c1c7391d07d9d9a6fdc69847f62199a,9.007e-13,No,,50.0,25595393.09654888,50.0,1.0
9359,USDPERL,1617228000,12149843,0x8b38b1f5f139481bc15c93a8999294b0636129627c733a05f3cd743d771b6848,4.97092,4.970920,,50.0,25595393.09654888,50.0,1.0
9359,USDBTC,1617228000,12149850,0x5d797b641fcf54d3101482ac628fc6586434d2fd609d0c00572a9cad1922a6d3,1.696e-15,No,,50.0,25595393.09654888,50.0,1.0
9359,USDETH,1617228000,12149854,0xf7832d719480a56036bd5a734c858f4ea92a695b0d330cf24892d1fd1b4dc3ac,0.00052,No,,50.0,25595393.09654888,50.0,1.0
9359,BTCDOM,1617228000,12149869,0x588986edae23875329bc3e5688bc12df00f46f742c321a561506c0e6c307b2f2,57.92,57.920000,,50.0,25595393.09654888,50.0,0.9974
9359,ALTDOM,1617228000,12149874,0xd282b6556d16d22e982e91cfa240fbea0b7c45a5dcf16f3ba6b9e0f2be1aefa4,42.08,42.080000,,50.0,25595393.09654888,50.0,0.9974
9359,Admin 72,1617230127,12149888,0x92f5323185b430a79c33b2c2aacdf47aee58657eb6a4cf0dddae350681c75a25,1.0,Yes,,50.0,25595393.09654888,50.0,1.0
9359,Admin 73,1617230352,12149910,0x793dc56e264772620bc61dc527c43410df8c6674f6d54ae76ea9fc07046e7889,1.0,Yes,,50.0,25595393.09654888,50.0,1.0
9360,GASETH-MAR21,1617235200,12154774,0xdb25be54ee7f4d8f7a4c827e5fe8df67cf24a6e7d29957874ab0c82cce74990c,0.139,0.139000,,33.0,24250001.41755509,33.0,1.0
9363,Admin 74,1617893298,12199783,0xd6fa3a816ae84c34099a0449c71163d94c622e3d5089233efb732d19574c86c0,1.0,Yes,,49.0,25454541.750020944,49.0,1.0
9363,Admin 75,1617893666,12199810,0xcbe61d5e5d80bdb67245479d015199eea22f8c3d40d7621e137d40afb643c22e,1.0,Yes,,49.0,25454541.750020944,49.0,1.0
9363,Admin 76,1617894103,12199840,0x9b227c78dbcb63b829cc0dcda82492031202a8f00a3a7122cd17adbe5bf74ba4,1.0,Yes,,49.0,25454541.750020944,49.0,1.0
9366,Admin 77,1618352798,12234448,0x6b24d3c853f9d438d3c87c28653bbf16e56b7eddae9e0fb13b5103037c7b116f,1.0,Yes,,55.0,31933132.86615487,55.0,1.0
9366,Admin 78,1618353152,12234477,0x5f4f6cb60dc652251011c86ad1e897f5607f73eeba26754d5f3697e3d5da1cb0,1.0,Yes,,56.0,31933142.884880025,56.0,1.0
9366,Admin 79,1618353585,12234507,0x9bedae210d76f3c3d77551c69614d2ba8945f91c161a83809bc892ed2afe2299,1.0,Yes,,56.0,31933142.884880025,56.0,1.0
9366,Admin 80,1618354220,12234547,0x58ec7f31e990aa75020d95f903c7669f3adcaa2bf9fae878b3bd4fd0df05d31f,1.0,Yes,,55.0,31933132.86615487,55.0,1.0
9366,Admin 81,1618354804,12234586,0xfedf60597993a650cf29b2259ecbbbd23c17abf8d877c30d8cf45368c4896b57,1.0,Yes,,55.0,31933132.86615487,55.0,1.0
9368,ETHBTC_FR,1618719591,12261969,0xca5794c5ab5d448a868d4e9a6eaf4fd2b786b06e99dd665a43fd7efe6d3f159e,1.01e-07,No,�#!�[�����-����45�=OptimisticOracle2�@X4ĵ�1�b�E`<�:(�,34.0,24866085.73744802,34.0,1.0
9370,Admin 82,1619119063,12291844,0xa8c03ecee28adcbb370832407d3dbe4a8dc87fb14c2f896541c40ab9201073fc,1.0,Yes,,49.0,25810890.964157023,49.0,1.0
9370,Admin 83,1619119517,12291871,0x90f9ca8161ac3a7fceb9076cb3af723f69483bb2eaa566e738fb9ad732512e95,1.0,Yes,,49.0,25810890.964157023,49.0,1.0
9371,ETHBTC_FR,1619255702,12302073,0xab29ad61d7f9c88c1ad3cf6931fcd7bc26acfe96876e80eebf38a7447eb0c255,-5e-09,No,�#!�[�����-����45�=OptimisticOracle2�@X4ĵ�1�b�E`<�:(�,27.0,17363244.664860368,27.0,0.9966
9373,Admin 84,1619642892,12331182,0xb5f1a3bd73e763f7d08dd3603c9d1d92ba2a7815672e72cfaba10393b747bf7f,1.0,Yes,,52.0,25915730.346862745,52.0,1.0
9373,Admin 85,1619643160,12331197,0xa735547cefaf62e1f5a9f4c6070e1b1e5d1de44994d59971adf7ee7630d57b4a,1.0,Yes,,52.0,25915730.346862745,52.0,1.0
9373,Admin 86,1619643265,12331204,0x9b1486ebb984c5ab4d489f875dd01fa548ad4c3762f89212a2db6a4a438975aa,1.0,Yes,,52.0,25915730.346862745,52.0,1.0
9373,Admin 87,1619643339,12331212,0x62a7ed327a93cc14fd55ec19086c190df1806bd1fb704549902c5c7883f13347,1.0,Yes,,52.0,25915730.346862745,52.0,1.0
9377,Admin 88,1620314004,12381457,0x825a4fdf0942440ead6ffbbe449db3899ca04a45970203353de4e94bd9231ea2,1.0,Yes,,52.0,13463968.590497792,52.0,1.0
9377,Admin 89,1620314615,12381501,0xba5d84726f77097729b1538a5edb29693671f218635d9ffbb0602d70a82e4ea3,1.0,Yes,,53.0,13464008.219711626,53.0,1.0
9377,Admin 90,1620314821,12381526,0x656327354887a075893c1d447503ab01205deec02ed618a8ba408cb25dfb4d3b,1.0,Yes,,52.0,13463968.590497792,52.0,1.0
9377,Admin 91,1620315163,12381554,0xa836249635565ffb5161f149c3cf84e191d9ded03633efc9ea2575c7abaa0a84,1.0,Yes,,53.0,13464008.219711626,53.0,1.0
9377,Admin 92,1620315424,12381574,0x7d6c73f54bee36a031748e8f093fbcf66707dc0b0cefc134df260b7ed7798276,1.0,Yes,,53.0,13464008.219711626,53.0,1.0
9380,Admin 93,1620822548,12419618,0x907a5e01518e17590c79e5a6128954237979b33c9a9f639ce647104442b29551,1.0,Yes,,50.0,13560825.467101399,50.0,1.0
9380,Admin 94,1620823301,12419667,0x59beb84cb3052ff3226a1b5f8ff10191fd6d53693cdc3992a2fc22a9e70fa72e,1.0,Yes,,50.0,13560825.467101399,50.0,1.0
9384,USDETH,1621430307,12465055,0x5cb1c88e0d21fd9a180038ab405ec87dd8790c0fc95c32711a5dd4f93162e9ff,0.00045,No,,57.0,26888693.34995429,57.0,0.9999
9384,USDOCEAN,1621430103,12465080,0xb003928f365cada34eca4df7ea5500a572ff00f1f7f4805191d1fdaf4340aede,1.6608812635984653,1.660881,,58.0,26888703.364019573,58.0,0.9997
9384,USDOCEAN,1621430114,12465081,0x785cde50db66046b3b51c3dced4ead1409c3e260c6afee7217f7c714e499d548,1.6608812635984653,1.660881,,58.0,26888703.364019573,58.0,0.9997
9384,USDOCEAN,1621430190,12465083,0xfe5a2be201c884709f47301eb2d53783b9edd529980d1623f4c1eb1c891448d7,1.6903313049357673,1.690331,,58.0,26888703.364019573,58.0,0.9997
9384,USDOCEAN,1621430198,12465085,0xc42d71e67e42feb9a172c5911393bdb0742daa23b1f5bf60c0ecf43799e2526b,1.6903313049357673,1.690331,,58.0,26888703.364019573,58.0,0.9997
9384,USDOCEAN,1621430236,12465087,0x486fbaa6e2d7d3fd22c94adcfbebc65a507f8221a9ccd3770081a2f702dde24d,1.653411815280832,1.653412,,57.0,26888693.34995429,57.0,0.9951
9384,USDOCEAN,1621430253,12465088,0xe1c29b83bf2e61a00b76177c528bf7af2cf14dbbc3f4022e2d566735d654363d,1.653411815280832,1.653412,,57.0,26888693.34995429,57.0,0.9951
9384,USDBTC_18DEC,1621430124,12465105,0xbe9b94ebe3bcbfd5ffa993f1c6c96a4e327d8e606ad724e63436fadaabd4ca1e,3.154e-05,No,,57.0,26888693.34995429,57.0,0.9999
9384,Admin 95,1621538674,12473156,0x5434ea810aad8bd2c415d79dcfc8e5fa76f53ad7cece3fe9ae3e0ba55ab22956,1.0,Yes,,57.0,26887636.24645387,57.0,1.0
9384,Admin 96,1621539500,12473214,0xca2f671f724e49059c89abf69fead4bb9b6e766841698b277b9885e2429eee50,1.0,Yes,,57.0,26887636.24645387,57.0,1.0
9384,Admin 97,1621539674,12473230,0x3f33f45c25f4cf6bc76a938c388cb2b5eea1f171f3fccc817204e5cbbd2f8668,1.0,Yes,,57.0,26887636.24645387,57.0,1.0
9384,Admin 98,1621539934,12473249,0x0d3c655fac145f625d09cd6dbf49b5b1bfdac31acdb72b938beab297e6a864e0,1.0,Yes,,57.0,26887636.24645387,57.0,1.0
9387,Admin 99,1622065549,12512432,0x49b9af36281dbef172a7baf11c3916b8d5cd4dceaea77eac7130b9e06264a853,1.0,Yes,,51.0,32427539.908994876,51.0,1.0
9387,Admin 100,1622065668,12512441,0x64eb3d76e4d51d21ae31cd7c5f61ea3963b425d367f82f1778b9ebee4df55ae7,1.0,Yes,,51.0,32427539.908994876,51.0,1.0
9387,Admin 101,1622065806,12512450,0xb8ecfb1af268419ea09bb0f3477493e0e5054066e3aee5c7a76882b64b23681b,1.0,Yes,,51.0,32427539.908994876,51.0,1.0
9387,Admin 102,1622065912,12512454,0xeb48f1b980000473fee2282c60d3b3018d851c092661ed2e7e72024cd48084d9,1.0,Yes,,51.0,32427539.908994876,51.0,1.0
9390,XAUPERL,1622473200,12542810,0x3af64a415c62a8401c16031d8375647c64527297cb43a36f222dd8a3cf77a4bb,33874.579020000005,33874.579020,,40.0,25243615.43371461,40.0,1.0
9391,Admin 103,1622751077,12563587,0x9fd582d1d13a48494ee32520d4b1b05ef375d96ac24e60e88709f46cb341e4c4,1.0,Yes,,48.0,26270715.2774688,48.0,1.0
9391,Admin 104,1622751107,12563589,0xcb4dc6792fd277f6082bfd118371058ca4b39b2637fadc7587c095e2c1da39bd,1.0,Yes,,48.0,26270715.2774688,48.0,1.0
9391,Admin 105,1622751117,12563591,0xf8e43f6d37f6098fe6cc51d53b197c9ccc179fd2e4a9aa938a77a1053c31efc5,1.0,Yes,,48.0,26270715.2774688,48.0,1.0
9391,Admin 106,1622751161,12563594,0xa2eeb9e220be8cc36c089159a9623eea00c3e33f288db52849c718c052de68a8,1.0,Yes,,48.0,26270715.2774688,48.0,1.0
9394,Admin 107,1623266165,12602131,0xd4dee6e876c368f01b93042bb9d465443b9690b2c7d3e1ce9a8b2d2a0bd9387a,1.0,Yes,,51.0,25278019.8503923,51.0,1.0
9394,Admin 108,1623266285,12602139,0xd32e8d27151428d1e931a2966681a9f8f9388e1460516b1a29ea303155b4e0c5,1.0,Yes,,51.0,25278019.8503923,51.0,1.0
9394,Admin 109,1623266398,12602148,0x3cef6f2e90cacf69ac57693c47f0f49a8b655293902e8153d909da7f62149957,1.0,Yes,,52.0,25278042.760457635,52.0,1.0
9401,Admin 110,1624479208,12692474,0xe3bedc0c6041ef8e1136f57b5f9aedc07f894f335daf6a70eba0403d94560de1,1.0,Yes,,56.0,31927512.682255767,56.0,1.0
9401,Admin 111,1624479228,12692477,0x79b37c467eddbd3020618e346db58a252788196c940dc669267423a720cb1c43,1.0,Yes,,56.0,31927512.682255767,56.0,1.0
9401,Admin 112,1624479343,12692486,0xe320c01ae34ec766d3b965da2a0e2556542f24745c6408213d7de7e314b3a359,1.0,Yes,,56.0,31927512.682255767,56.0,1.0
9402,BCHNBTC,1624626000,12703440,0x07a252343da2e81d792115bc7a38d47def3e59f245d1609e6c51dc11198f6524,1.4201e-12,No,,34.0,25518508.048322458,34.0,1.0
9402,STABLESPREAD/USDC,1624626000,12703446,0x81fa529653eddfee850c2f445b4a9066522221a01478e83d537840e7b5dadf9f,9.99099e-13,No,,34.0,25518508.048322458,34.0,1.0
9405,Admin 113,1625175532,12744207,0xbd8810fd813866e692f9116d55eaa59eda98799139513a4f134a792360ecbf9a,1.0,Yes,,58.0,26992651.020775486,58.0,1.0
9405,Admin 114,1625175544,12744210,0x860ec5fbd58a3b202e8db3db14bfcee97ff7d0df20143a15376da33966ba6ccc,1.0,Yes,,58.0,26992651.020775486,58.0,1.0
9405,Admin 115,1625175714,12744220,0xd8de936c0ca6fe6cb4127af0759dee0e7d09b010892a40c7177aa16078fdb5b5,1.0,Yes,,58.0,26992651.020775486,58.0,1.0
9405,Admin 116,1625176311,12744264,0x403ceebe17bdbd1e1b14b96c287ea2b7e3b7aba59476ec01f9aa75067aecd369,1.0,Yes,,56.0,26812616.48191334,56.0,1.0
9412,Admin 117,1626313829,12828679,0x73e3e664d06e0f6049b27af419b8df68e43951d0a441f9bdc03809ea3477e4b0,1.0,Yes,,49.0,26643221.649029434,49.0,1.0
9412,Admin 118,1626318855,12829045,0x7da9155c41d3abb875322cc2fe1426c5e141e8a33e2972a960d3a1a45104d20c,1.0,Yes,,49.0,26643221.649029434,49.0,1.0
9412,Admin 119,1626380789,12833689,0xaafc1526164a11f51c5a3fa63df98b51c0f91de2739e62eaa9407ec04ff98fd8,1.0,Yes,,49.0,26643221.649029434,49.0,1.0
9412,Admin 120,1626380874,12833698,0x7ca900d7c6034b02cb6c8512172dcd3047caae555e21b9df3e276f1ae5b92abe,1.0,Yes,,49.0,26643221.649029434,49.0,1.0
9412,Admin 121,1626381011,12833708,0xf938b6ef1935438e746b6c893a06f113495e875ac32a2675c18a246a75c57d55,1.0,Yes,,49.0,26643221.649029434,49.0,1.0
9415,Admin 122,1626826453,12866520,0xd31b115a1cfac0f37a18b31b416d90e3619f7ed88afe2fe263853092a6890544,1.0,Yes,,57.0,26862699.697050586,57.0,1.0
9415,Admin 123,1626827369,12866598,0x16456a8eb50ac628aa3f91f18652ba79bd2809c28c9d575314c59f4a83fe54d3,1.0,Yes,,57.0,26862699.697050586,57.0,1.0
9415,Admin 124,1626827575,12866616,0xf03209aa5f091f51ac7bab16a75ec218badde807b69a49303105173ffdc61224,1.0,Yes,,57.0,26862699.697050586,57.0,1.0
9419,Admin 125,1627594116,12923085,0x1df3b237859737b7db450319338b7bee270a86635bcc4c4d78b944bd0a215e3c,1.0,Yes,,48.0,24224351.536321707,48.0,1.0
9419,Admin 126,1627594201,12923089,0x0173de975525a5452174d0add3062c5de222e56fb39f26a20e794867ac36340b,1.0,Yes,,48.0,24224351.536321707,48.0,1.0
9419,Admin 127,1627594296,12923097,0x9dd3e850d7cac25be344863db31ebbefd306bb9d6f0ec3d6b0e6f4dc58b675fe,1.0,Yes,,48.0,24224351.536321707,48.0,1.0
9422,Admin 128,1628116957,12961385,0x4f47e7a88b8e3587cdc2addf4d033d3f60e77623bd92bd7febf40128b5907d95,1.0,Yes,,52.0,20147322.163380492,52.0,1.0
9422,Admin 129,1628117028,12961390,0xa62e48db5e6380acfccd46463b89201dd67e6a874c20340c728669acc507b166,1.0,Yes,,52.0,20147322.163380492,52.0,1.0
9426,Admin 130,1628795129,13012154,0xa87913b00f4029883bd55b6f97e061d58fa1c8f535fe78c05d60fa025777bfee,1.0,Yes,,51.0,26973232.440542,51.0,1.0
9426,Admin 131,1628795179,13012161,0x0be38a49b1660bc2a5c11212f734593cdc0b2758d9f7867609001b3c19017c5c,1.0,Yes,,51.0,26973232.440542,51.0,1.0
9429,Admin 132,1629317959,13051324,0xbac72298112e6b481b82e935275a411f6c169b02d8155fed49f2439c510ba19e,1.0,Yes,,44.0,14107744.703607578,44.0,1.0
9436,Admin 133,1630529641,13142024,0xb4357f975360cf5b4469283630cec4bf3c258cf846e4b42ed8b00c846194bae4,1.0,Yes,,42.0,13211318.222203162,42.0,0.9998
9443,Admin 134,1631662224,13226832,0xbf783198ab16dccb6146942130b625b88f78e8131703c19592165f2de714c2e5,1.0,Yes,,45.0,8912334.341163475,45.0,1.0
9443,Admin 135,1631662446,13226844,0xb0291e39d411f90b4f231aaab9d49aa7ba6ffc60a3547625b8fc74af45db3c7d,1.0,Yes,,45.0,8912334.341163475,45.0,1.0
9447,Admin 136,1632427476,13284026,0x48ab750e49e7403f19cd242df36c54901b6146e1b9feb70cc5eefc292422e1b0,1.0,Yes,,52.0,20627939.51018589,52.0,1.0
9447,Admin 137,1632427577,13284033,0xb7589c6ee4e0961c66813b3dde117d2a76217f2566dc25537ed625161e7be95b,1.0,Yes,,52.0,20627939.51018589,52.0,1.0
9447,Admin 138,1632427704,13284038,0xef0398cb0af8d7aa2bbaafb211389759541bb2aeba0882807bcf778b81bd47fe,1.0,Yes,,52.0,20627939.51018589,52.0,1.0
9450,Admin 139,1632946465,13322756,0x147c3b392bbe0f0e4fb2a60fcef173eb9a2d8f8b4bb097a0ee63a9e73112af6b,1.0,Yes,,40.0,21509001.55407668,40.0,1.0
9454,Admin 140,1633641740,13374173,0x0ccbfc0cc341b78cd58bd67a3bc28a5280fbdff225a3a6bab10ce7d4b62b88ac,1.0,Yes,,41.0,15092289.06782962,41.0,1.0
9461,YES_OR_NO_QUERY,1634535900,13454956,0x3494f7aa947dc52793f47fa1a53fc6548fbafe8f34435d50476d996c3824804b,0.5,Indeterminate,"title: Test market B? description: Test market B? uma_resolution_data: p1: 0, p2: 1. Where p2 corresponds to Yes, p1 to a No,ooRequester:132f6dd49df50626e27685985b1c1b133e331b55,childRequester:bb1a8db2d4350976a11cdfa60a1d43f97710da49,childChainId:137",44.0,20570753.629702963,44.0,1.0
9461,Admin 141,1634818230,13460926,0xccdb5992850ddd862947a91918c50f99037ef75f2dc7d57319206691c6019824,1.0,Yes,,48.0,20632199.792440366,48.0,1.0
9461,Admin 142,1634818592,13460959,0x2e0b30aeae7d5e5cdbd103cc6e3d7207fb0ccb13dbc4870118d825bc86b6b6e4,1.0,Yes,,48.0,20632199.792440366,48.0,1.0
9461,Admin 143,1634818822,13460981,0xcf0fddb5d328f599ead3caa350e43abbd10e22ef96da9f0fea9537a3a6449484,1.0,Yes,,48.0,20632199.792440366,48.0,1.0
9465,IS_RELAY_VALID,1635439566,13506893,0x079f505f32855fd8bf38b5e004736a65d220bd9b0396ac8e2f604babe04dc01b,0.0,No,"relayHash:d0dbf466f8889854b89134344f87a7229b888aef8989f4c44969bdeca29cb9de,ooRequester:75a29a66452c80702952bbcedd284c8c4cf5ab17",38.0,20270706.350990683,38.0,1.0
9465,IS_RELAY_VALID,1635440180,13506935,0xb3d23a8b0f50e9d226f3d505744266a1c98afcddc5d37f697c8c2453e94d72eb,1.0,Yes,"relayHash:3d775c45e1be155dcadbf4dac83e4d9401fe3193b878ee55fc8783bea34fb37d,ooRequester:75a29a66452c80702952bbcedd284c8c4cf5ab17",38.0,20270706.350990683,38.0,1.0
9467,IS_RELAY_VALID,1635759617,13530441,0x4e5a751b00f733d6fd0d074bd839c055d0560f8591e811b227cf07c3fa234393,1.0,Yes,"relayHash:1bde06bc620fbceab6b49ba4ecb56e52065d693e90e7799d447ab8db92d08cb7,ooRequester:75a29a66452c80702952bbcedd284c8c4cf5ab17",42.0,20904390.797928393,42.0,1.0
9467,IS_RELAY_VALID,1635860435,13537840,0x22b7b4cfc7d401599599553ca12bdc6d0cf9cc95653ad1501b66ca7eff224955,1.0,Yes,"relayHash:7e324d40a3034e7767cab803fc4783cb1da374fc7c4bfa7d3c1d88c884ff4ae5,ooRequester:75a29a66452c80702952bbcedd284c8c4cf5ab17",42.0,20904390.797928393,42.0,1.0
9467,IS_RELAY_VALID,1635860622,13537848,0xcb6325e0d036c0bff3e4cbea8ef5b55517eae176e7683f6511a20af04139565c,1.0,Yes,"relayHash:6bd8d7e1f0f6a6bd11c05ca586260276d34b4bcd9b62478c28b7dea2900eb594,ooRequester:75a29a66452c80702952bbcedd284c8c4cf5ab17",42.0,20904390.797928393,42.0,1.0
9471,Admin 144,1636493629,13584573,0x10953363981f53b8d2e4c05d23a5d1ad203f8906cc03247ae8253dbf307050c2,1.0,Yes,,45.0,21187942.001722302,45.0,1.0
9471,Admin 145,1636494141,13584611,0x2418e3803c0245828300469371d2acaedd2d5d79cf34de556f954b3e8cf20431,1.0,Yes,,45.0,21187942.001722302,45.0,1.0
9472,IS_RELAY_VALID,1636706003,13600294,0x0f8a1c3320b6df98a52668d74cd3ed71716006bac1aee7c1423de7895fbc70af,0.0,No,"relayHash:3edb0f32b3a1c7d0d959063835d83a3989dcc85d47a5593f5c5fd39377188db8,ooRequester:7355efc63ae731f584380a9838292c7046c1e433",40.0,20793588.506602544,40.0,1.0
9478,IS_RELAY_VALID,1637765568,13677829,0x96239db3db8d82adca55f3b21eb671b3fb6c153766248d292491f1f4c100da28,1.0,Yes,"relayHash:b67d73553b918474181bc637abff1408b731a088164bf71d4b696165f7fa043a,ooRequester:7355efc63ae731f584380a9838292c7046c1e433",38.0,14156709.678153394,38.0,1.0
9478,IS_RELAY_VALID,1637769333,13678088,0x0f03f73a2093e385146791e8f2739dbc04b39145476d6940776680243460100f,1.0,Yes,"relayHash:3bd39c0b46e20d0db9a21518271e810eab04f06a6e5eb8c9a8338f4d67d8b7b8,ooRequester:7355efc63ae731f584380a9838292c7046c1e433",38.0,14156709.678153394,38.0,1.0
9478,IS_RELAY_VALID,1637770043,13678150,0xada6ce81f493b802fca2f07cc870e5deb392f10186d24659ecbdf41db642346f,1.0,Yes,"relayHash:b2cad6dbfe07adbb96f9ae4e698eb3e6c738c7ac6213309190730ac592f8743c,ooRequester:256c8919ce1ab0e33974cf6aa9c71561ef3017b6",38.0,14156709.678153394,38.0,1.0
9478,Admin 146,1637786881,13679408,0x6dec7f1b5147cb31e563689c092a23c5fa72499799b211adba25d235fd0947b9,1.0,Yes,,38.0,14156709.678153394,38.0,1.0
9482,Admin 147,1638476266,13729373,0x91ef418cbc0dab09436784880400a2e6d8c916d3f70b4690f8f07e62cca38f2a,1.0,Yes,,44.0,20421786.835460402,44.0,1.0
9482,Admin 148,1638476752,13729410,0x6b62b9721f08d785957b4eeaf6e1b1b64d778a14145efde7bc12a4009cac8208,1.0,Yes,,44.0,20421786.835460402,44.0,1.0
9482,Admin 149,1638476858,13729421,0xb2ea80a5fa567c940bbdf07c6da5f6b0cdd65d1f2aa9ccea91ffffc68667ff39,1.0,Yes,,44.0,20421786.835460402,44.0,1.0
9485,IS_RELAY_VALID,1638976595,13765512,0xbe12bf5a41c25440c07193f9d2833cc7e0dbfb60986659aa097c62dd6d7506ea,0.0,No,"relayHash:c5b6d05062b0970d29d6a95e50edd6836c06e4ea91bc8442bceaaff9363965b2,ooRequester:7355efc63ae731f584380a9838292c7046c1e433",45.0,21083191.193255614,45.0,0.9982
9489,Admin 150,1639679884,13817845,0x16da582bd253c330ec882ee323cae33baad05a028ae48156a2531b4e83ef8bde,1.0,Yes,,44.0,20738464.277811844,44.0,1.0
9489,Admin 151,1639679970,13817849,0xe04934a21fbb50667128174869c381d8e0a99ffda240411c738d9a48a0a3a470,1.0,Yes,,44.0,20738464.277811844,44.0,1.0
9497,BCHNBTC_18DEC,1640948400,13914000,0xdf3fdbb6d99aad1a1e3bd897be1735445b4836e919d7f1404a5eb1009162f3d0,0.009,0.009000,"%""�1�ưo�<��;�H�D�,ooRequester:56babecb3dcac063697fe38ab745c10181c56fa6",50.0,15541709.511198813,50.0,0.9968
9499,Admin 152,1641418838,13947916,0xea205a00e81055e5e999708c0de9a2db395523bbec7551b37060cbdc674e6ffe,1.0,Yes,,56.0,15033432.373185929,56.0,1.0
9499,Admin 153,1641418937,13947919,0x7ac6d4963868f19c271395cae818bb38c8ed7a179c6084a3a36890991d10909d,1.0,Yes,,56.0,15033432.373185929,56.0,1.0
9503,Admin 154,1642009399,13992122,0x8af96d15388eaf6db91160fbdad33b28a1aebd14fa043538f35acf6c41158821,1.0,Yes,,55.0,9215941.202528605,55.0,1.0
9506,USDETH,1642482000,14032538,0xe4fd392516753e29ec698382f2b33ac6bb218cff3aae05d6d6af034e1729777c,0.0003148,No,"ooRequester:4b9a968b87316df5a2aed7c4193f16cab42a9208,childChainId:288",52.0,14592813.679720774,52.0,0.7358
